,fluxes
EX_no2_e,0.0
EX_his_L_e,0.0
EX_urea_e,0.0
EX_ad_e,0.0
EX_gua_e,0.0
EX_ade_e,0.0
EX_alltt_e,9.913745369326272e-29
EX_alltn_e,0.0
EX_hxan_e,0.0
EX_orn_e,0.0
EX_gln_L_e,0.0
EX_urate_e,0.0
EX_leu_L_e,0.0
EX_arg_L_e,0.0
EX_so3_e,0.0
EX_s_e,0.0
EX_selt_e,0.0
EX_etoh_e,0.0
EX_for_e,0.0
EX_h2_e,0.0
EX_glyclt_e,0.0
EX_succ_e,0.0
EX_lac_D_e,0.0
EX_6mpur_e,0.0
EX_tgua_e,0.0
EX_tega_e,0.0
EX_5flura_e,0.0
EX_cital_e,0.0
EX_lido_e,0.0
EX_ascb_e,0.0
EX_xan_e,0.0
EX_ura_e,0.0
EX_meoh_e,0.0
EX_ncam_e,-4.723031090509769e-14
EX_nmn_e,0.0
EX_thm_e,0.0
EX_pheme_e,0.0
EX_biliverd_e,0.0
EX_co_e,2.0000000000041016
3HAD100,0.0
3HAD120,0.0
3HAD140,0.0
3HAD160,0.0
3HAD40,0.0
3HAD60,0.0
3HAD80,0.0
3OAR100,0.0
3OAR120,0.0
3OAR140,0.0
3OAR160,0.0
3OAR40,0.0
3OAR60,0.0
3OAR80,0.0
ACCOAC,0.0
MCOATA,0.0
ACCOACm,0.0
MCOATAm,0.0
3HAD180,0.0
3HAD181,0.0
3OAR180,0.0
3OAR181,0.0
3OAS100,0.0
3OAS120,0.0
3OAS140,0.0
3OAS160,0.0
3OAS180,0.0
3OAS181,0.0
3OAS60,0.0
3OAS80,0.0
ACOATA,0.0
ACP1619ZD9DS,0.0
ACP1819ZD9DS,0.0
BTNC,0.0
EAR100x,0.0
EAR100y,0.0
EAR120x,0.0
EAR120y,0.0
EAR140x,0.0
EAR140y,0.0
EAR160x,0.0
EAR160y,0.0
EAR180x,0.0
EAR181x,0.0
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR60x,0.0
EAR60y,0.0
EAR80x,0.0
EAR80y,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA180ACPHi,0.0
FA1819ZACPH,0.0
FA181ACPHi,0.0
FA80ACPHi,0.0
KAS14,0.0
BTNCm,0.0
ECOAH2m,0.8337789071988847
ECOAH3m,0.8337789071988844
ECOAH4m,0.8337789071988844
ECOAH5m,0.833778907198884
ECOAH6m,0.8337789071988839
ECOAH7m,0.8337789071988837
HACD2m,0.8337789071988846
HACD3m,0.8337789071988844
HACD4m,0.8337789071988843
HACD5m,0.833778907198884
HACD6m,0.8337789071988838
HACD7m,0.8337789071988838
ACACT2m,0.8337789071988846
ACACT3m,0.8337789071988845
ACACT4m,0.8337789071988844
ACACT5m,0.8337789071988843
ACACT6m,0.833778907198884
ACACT7m,0.8337789071988838
ACOAR2m,0.8337789071988846
ACOAR3m,0.8337789071988843
ACOAR4m,0.8337789071988843
ACOAR5m,0.8337789071988839
ACOAR6m,0.8337789071988838
ACOAR7m,0.8337789071988837
ACACT1,0.8337789071988847
ACACT2,0.8337789071988846
ACACT3,0.8337789071988844
ACACT4,0.8337789071988841
ACACT5,0.8337789071988839
ACACT6,0.8337789071988839
ACACT7,0.8337789071988837
CYTP450Rh,0.0
ECOAH1,0.8337789071988847
ECOAH2,0.8337789071988846
ECOAH3,0.8337789071988844
ECOAH4,0.8337789071988843
ECOAH5,0.833778907198884
ECOAH6,0.8337789071988838
ECOAH7,0.8337789071988837
HACD1,0.8337789071988847
HACD2,0.8337789071988846
HACD3,0.8337789071988844
HACD4,0.8337789071988841
HACD5,0.833778907198884
HACD6,0.8337789071988839
HACD7,0.8337789071988837
AACP1819ZS,0.0
AACPS1,0.0
AACPS3,0.0
AACPS4,0.0
AACPS5,0.0
AACPS6,0.0
ACOA100OR,0.8337789071988841
ACOA120OR,0.833778907198884
ACOA140OR,0.8337789071988838
ACOA160OR,0.8337789071988836
ACOA40OR,0.8337789071988846
ACOA60OR,0.8337789071988846
ACOA80OR,0.8337789071988843
CACOAL,0.0
FACOAL160,0.0
FAH120,0.0
FAH140,0.0
FAH160,0.0
FAH1819Z,0.0
FAH1829Z12Z,0.0
LNLCCOAL,0.0
LNLNCACOAL,0.0
LNLNCGCOAL,0.0
PACOAL,0.0
DHNPAr,0.0
10FTHFGLULL,0.0
10FTHFGLULLm,0.0
ADCL,0.0
ADCS,0.0
AKP1,0.0
DHFOR,0.0
DHFS,0.0
DHPS,0.0
DNMPPA,0.0
DNTPPA,0.0
FOLD3,0.0
GTPCI,0.0
HPPK,0.0
THFGLUH,0.0
THFGLUS,0.0
THFOR1,0.0
THFOR2,0.0
THFGLUSm,0.0
AGAKI,0.0
FPGPL,0.0
MAKI,0.0
MPAKI,0.0
MPPM,0.0
SBTRh,0.0
AF1PT,0.0
AM6PT,0.0
AM6PTh,0.0
BFBP,0.0
BFBPh,0.0
F2PP,0.0
FBPPH,0.0
GAMPG,0.0
PFK26,0.0
UG4E,0.0
AGMIS,0.0
EMGH,0.0
GALK,0.0
GALKh,0.0
GALO,0.0
GGGH,0.0
GRGT,0.0
IAGT,0.0
LCGH,0.0
MGHA,0.0
MGHB,0.0
MLGH,0.0
MTGH,0.0
OAGMIG,0.0
RFH,0.0
RGH,0.0
SFH,0.0
SGHA,0.0
SGHB,0.0
SYGH,0.0
GLCURK,3.999999999999577
ABAT,0.0
ARGD,0.0
ARGDh,0.0
GAL,68.94204679667419
GAM,0.0
GDR,0.0
GDR_nadp,0.0
GDR_nadp_h,0.0
GDR_nadp_m,0.0
GDRh,0.0
GDRm,0.0
GLNTL,0.0
GLUS_ferr,0.0
GLUTL,0.0
PRDPARh,0.0
GLNTAH,0.0
GLUTAH,0.0
GDHm,37.55411139053207
GCL,0.0
GTHS,0.0
GALh,30.319392557551165
GALm,0.0
GLUS,99.2614393542253
GDH,0.0
GDH_nadp,0.0
GTHAMPOR,0.0
GTHAMPORh,0.0
GTHAMPORm,0.0
GTHPDSOR,0.0
GTHP,0.0
OPAH,0.0
GGGAP,0.0
CGDP,0.0
ALCD19,0.0
ALCD19y,0.0
GLYALDOR,0.0
ACOADAGAT16018111Z160,0.0
ACOADAGAT16018111Z180,0.0
ACOADAGAT16018111Z18111Z,0.0
ACOADAGAT16018111Z1819Z,0.0
ACOADAGAT16018111Z1835Z9Z12Z,0.0
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.0
ACOADAGAT1601819Z160,0.0
ACOADAGAT1601819Z180,0.0
ACOADAGAT1601819Z18111Z,0.0
ACOADAGAT1601819Z1819Z,0.0
ACOADAGAT1601819Z1835Z9Z12Z,0.0
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.0
ACOADAGAT1801819Z160,0.0
ACOADAGAT1801819Z180,0.0
ACOADAGAT1801819Z18111Z,0.0
ACOADAGAT1801819Z1819Z,0.0
ACOADAGAT1801819Z1835Z9Z12Z,0.0
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.0
ACOADAGAT18111Z18111Z160,0.0
ACOADAGAT18111Z18111Z180,0.0
ACOADAGAT18111Z18111Z18111Z,0.0
ACOADAGAT18111Z18111Z1819Z,0.0
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.0
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.0
ACOADAGAT18111Z1819Z160,0.0
ACOADAGAT18111Z1819Z180,0.0
ACOADAGAT18111Z1819Z18111Z,0.0
ACOADAGAT18111Z1819Z1819Z,0.0
ACOADAGAT18111Z1819Z1835Z9Z12Z,0.0
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,0.0
ACOADAGAT1819Z18111Z160,0.0
ACOADAGAT1819Z18111Z180,0.0
ACOADAGAT1819Z18111Z18111Z,0.0
ACOADAGAT1819Z18111Z1819Z,0.0
ACOADAGAT1819Z18111Z1835Z9Z12Z,0.0
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,0.0
ACOADAGAT1819Z1819Z160,0.0
ACOADAGAT1819Z1819Z180,0.0
ACOADAGAT1819Z1819Z18111Z,0.0
ACOADAGAT1819Z1819Z1819Z,0.0
ACOADAGAT1819Z1819Z1835Z9Z12Z,0.0
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,0.0
ACPT16018111Z,0.0
ACPT1601819Z,0.0
ACPT18111Z18111Z,0.0
ACPT18111Z1819Z,0.0
ACPT1819Z18111Z,0.0
ACPT1819Z1819Z,0.0
AGPAT1601819Zh,0.0
AGPAT160h,0.0
AGPAT1801819Zh,0.0
AGPAT18111Z160h,0.0
AGPAT18111Z1819Zh,0.0
AGPAT1819Z160h,0.0
AGPAT1819Z1619Zh,0.0
AGPAT1819Z18111Zh,0.0
AGPAT1819Z1819Zh,0.0
AGPATCOA16018111Z,0.0
AGPATCOA1601819Z,0.0
AGPATCOA1801819Z,0.0
AGPATCOA18111Z160,0.0
AGPATCOA18111Z18111Z,0.0
AGPATCOA18111Z1819Z,0.0
AGPATCOA1819Z160,0.0
AGPATCOA1819Z18111Z,0.0
AGPATCOA1819Z1819Z,0.0
ASQDCADS1829Z12Z160,0.0
ASQDCADS1839Z12Z15Z160,0.0
ASQDPADS1829Z12Z160,0.0
ASQDPADS1839Z12Z15Z160,0.0
DAGAH16018111Z,0.0
DAGAH1601819Z,0.0
DAGAH1801819Z,0.0
DAGAH18111Z18111Z,0.0
DAGAH18111Z1819Z,0.0
DAGAH1819Z18111Z,0.0
DAGAH1819Z1819Z,0.0
DAGK16018111Z,0.0
DAGK1601819Z,0.0
DAGK1601819Zh,0.0
DAGK160h,0.0
DAGK1801819Z,0.0
DAGK1801819Zh,0.0
DAGK181,0.0
DAGK18111Z160h,0.0
DAGK18111Z1819Z,0.0
DAGK18111Z1819Zh,0.0
DAGK1819Z160h,0.0
DAGK1819Z1619Zh,0.0
DAGK1819Z18111Z,0.0
DAGK1819Z18111Zh,0.0
DAGK1819Z1819Z,0.0
DAGK1819Z1819Zh,0.0
DGDGD4DS1819Z1634Z7Z10Z,0.0
DGDGD4DS1829Z12Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGD7DS1819Z1617Z,0.0
DGDGD7DS1829Z12Z1617Z,0.0
DGDGGH1819Z160,0.0
DGDGGH1819Z1617Z,0.0
DGDGGH1819Z1619Z,0.0
DGDGGH1819Z1627Z10Z,0.0
DGDGGH1819Z1637Z10Z13Z,0.0
DGDGGH1829Z12Z160,0.0
DGDGGH1829Z12Z1617Z,0.0
DGDGGH1829Z12Z1619Z,0.0
DGDGGH1829Z12Z1627Z10Z,0.0
DGDGGH1829Z12Z1634Z7Z10Z,0.0
DGDGGH1829Z12Z1637Z10Z13Z,0.0
DGDGGH1839Z12Z15Z160,0.0
DGDGGH1839Z12Z15Z1627Z10Z,0.0
DGDGGH1839Z12Z15Z1634Z7Z10Z,0.0
DGDGGH1839Z12Z15Z1637Z10Z13Z,0.0
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGS1819Z160,0.0
DGDGS1819Z1619Z,0.0
DGDGW3DS1819Z1637Z10Z13Z,0.0
DGDGW3DS1829Z12Z1637Z10Z13Z,0.0
DGDGW3DS1839Z12Z15Z160,0.0
DGDGW3DS1839Z12Z15Z1627Z10Z,0.0
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,0.0
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,0.0
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,0.0
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGW6DS1819Z1627Z10Z,0.0
DGDGW6DS1829Z12Z160,0.0
DGDGW6DS1829Z12Z1617Z,0.0
DGDGW6DS1829Z12Z1619Z,0.0
DGDGW6DS1829Z12Z1627Z10Z1,0.0
DGDGW6DS1829Z12Z1627Z10Z2,0.0
DGDGW6DS1829Z12Z1634Z7Z10Z,0.0
DGDGW6DS1829Z12Z1637Z10Z13Z,0.0
DGTSD5DS1601835Z9Z12Z,0.0
DGTSD5DS18111Z1835Z9Z12Z,0.0
DGTSD5DS1819Z1835Z9Z12Z,0.0
DGTSD5DS1829Z12Z1835Z9Z12Z,0.0
DGTSDS1601829Z12Z,0.0
DGTSDS1601845Z9Z12Z15Z,0.0
DGTSDS18111Z1829Z12Z,0.0
DGTSDS18111Z1845Z9Z12Z15Z,0.0
DGTSDS1819Z1829Z12Z,0.0
DGTSDS1819Z1845Z9Z12Z15Z,0.0
DGTSDS1829Z12Z18111Z,0.0
DGTSDS1829Z12Z1819Z,0.0
DGTSDS1829Z12Z1829Z12Z1,0.0
DGTSDS1829Z12Z1829Z12Z2,0.0
DGTSDS1829Z12Z1835Z9Z12Z,0.0
DGTSDS1829Z12Z1845Z9Z12Z15Z1,0.0
DGTSDS1829Z12Z1845Z9Z12Z15Z2,0.0
DGTSDS1839Z12Z15Z18111Z,0.0
DGTSDS1839Z12Z15Z1819Z,0.0
DGTSDS1839Z12Z15Z1835Z9Z12Z,0.0
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z1,0.0
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2,0.0
FACOAL180,0.0
FACOAL181,0.0
FACOAL18111Z,0.0
G3PAT160,0.0
G3PAT160h,0.0
G3PAT180,0.0
G3PAT180h,0.0
G3PAT181,0.0
G3PAT1819Z,0.0
G3PAT1819Zh,0.0
G3PAT181h,0.0
GLYK,0.0
MAGAH160,0.0
MAGAH180,0.0
MAGAH18111Z,0.0
MAGAH1819Z,0.0
MGDGD4DS1819Z1644Z7Z10Z13Z,0.0
MGDGD4DS1829Z12Z1634Z7Z10Z,0.0
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,0.0
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.0
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
MGDGD7DS1819Z1617Z,0.0
MGDGD7DS1829Z12Z1617Z,0.0
MGDGS1819Z160,0.0
MGDGS1819Z1619Z,0.0
MGDGW3DS1819Z1637Z10Z13Z,0.0
MGDGW3DS1829Z12Z1637Z10Z13Z,0.0
MGDGW3DS1829Z12Z1644Z7Z10Z13Z,0.0
MGDGW3DS1839Z12Z15Z160,0.0
MGDGW3DS1839Z12Z15Z1627Z10Z,0.0
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,0.0
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,0.0
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,0.0
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,0.0
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,0.0
MGDGW6DS1819Z1627Z10Z,0.0
MGDGW6DS1829Z12Z160,0.0
MGDGW6DS1829Z12Z1617Z,0.0
MGDGW6DS1829Z12Z1619Z,0.0
MGDGW6DS1829Z12Z1627Z10Z1,0.0
MGDGW6DS1829Z12Z1627Z10Z2,0.0
MGDGW6DS1829Z12Z1637Z10Z13Z,0.0
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,0.0
PAPA16018111Z,0.0
PAPA1601819Z,0.0
PAPA1601819Zh,0.0
PAPA160h,0.0
PAPA1801819Z,0.0
PAPA1801819Zh,0.0
PAPA181,0.0
PAPA18111Z160h,0.0
PAPA18111Z1819Z,0.0
PAPA18111Z1819Zh,0.0
PAPA1819Z160h,0.0
PAPA1819Z1619Zh,0.0
PAPA1819Z18111Z,0.0
PAPA1819Z18111Zh,0.0
PAPA1819Z1819Z,0.0
PAPA1819Z1819Zh,0.0
PED5DS1801835Z9Z12Z,0.0
PED5DS18111Z1835Z9Z12Z,0.0
PED5DS1819Z1835Z9Z12Z,0.0
PEDS1801829Z12Z,0.0
PEDS1801845Z9Z12Z15Z,0.0
PEDS18111Z1829Z12Z,0.0
PEDS18111Z1845Z9Z12Z15Z,0.0
PEDS1819Z1829Z12Z,0.0
PEDS1819Z1845Z9Z12Z15Z,0.0
PEDS1829Z12Z1835Z9Z12Z,0.0
PLDAGAT16018111Z1601,0.0
PLDAGAT16018111Z1602,0.0
PLDAGAT16018111Z18111Z1,0.0
PLDAGAT16018111Z18111Z2,0.0
PLDAGAT16018111Z18111Z3,0.0
PLDAGAT16018111Z1819Z1,0.0
PLDAGAT16018111Z1819Z2,0.0
PLDAGAT16018111Z1819Z3,0.0
PLDAGAT16018111Z1819Z4,0.0
PLDAGAT1601819Z1601,0.0
PLDAGAT1601819Z1602,0.0
PLDAGAT1601819Z18111Z1,0.0
PLDAGAT1601819Z18111Z2,0.0
PLDAGAT1601819Z18111Z3,0.0
PLDAGAT1601819Z1819Z1,0.0
PLDAGAT1601819Z1819Z2,0.0
PLDAGAT1601819Z1819Z3,0.0
PLDAGAT1601819Z1819Z4,0.0
PLDAGAT1801819Z1601,0.0
PLDAGAT1801819Z1602,0.0
PLDAGAT1801819Z18111Z1,0.0
PLDAGAT1801819Z18111Z2,0.0
PLDAGAT1801819Z18111Z3,0.0
PLDAGAT1801819Z1819Z1,0.0
PLDAGAT1801819Z1819Z2,0.0
PLDAGAT1801819Z1819Z3,0.0
PLDAGAT1801819Z1819Z4,0.0
PLDAGAT18111Z18111Z1601,0.0
PLDAGAT18111Z18111Z1602,0.0
PLDAGAT18111Z18111Z18111Z1,0.0
PLDAGAT18111Z18111Z18111Z2,0.0
PLDAGAT18111Z18111Z18111Z3,0.0
PLDAGAT18111Z18111Z1819Z1,0.0
PLDAGAT18111Z18111Z1819Z2,0.0
PLDAGAT18111Z18111Z1819Z3,0.0
PLDAGAT18111Z18111Z1819Z4,0.0
PLDAGAT18111Z1819Z1601,0.0
PLDAGAT18111Z1819Z1602,0.0
PLDAGAT18111Z1819Z18111Z1,0.0
PLDAGAT18111Z1819Z18111Z2,0.0
PLDAGAT18111Z1819Z18111Z3,0.0
PLDAGAT18111Z1819Z1819Z1,0.0
PLDAGAT18111Z1819Z1819Z2,0.0
PLDAGAT18111Z1819Z1819Z3,0.0
PLDAGAT18111Z1819Z1819Z4,0.0
PLDAGAT1819Z18111Z1601,0.0
PLDAGAT1819Z18111Z1602,0.0
PLDAGAT1819Z18111Z18111Z1,0.0
PLDAGAT1819Z18111Z18111Z2,0.0
PLDAGAT1819Z18111Z18111Z3,0.0
PLDAGAT1819Z18111Z1819Z1,0.0
PLDAGAT1819Z18111Z1819Z2,0.0
PLDAGAT1819Z18111Z1819Z3,0.0
PLDAGAT1819Z18111Z1819Z4,0.0
PLDAGAT1819Z1819Z1601,0.0
PLDAGAT1819Z1819Z1602,0.0
PLDAGAT1819Z1819Z18111Z1,0.0
PLDAGAT1819Z1819Z18111Z2,0.0
PLDAGAT1819Z1819Z18111Z3,0.0
PLDAGAT1819Z1819Z1819Z1,0.0
PLDAGAT1819Z1819Z1819Z2,0.0
PLDAGAT1819Z1819Z1819Z3,0.0
PLDAGAT1819Z1819Z1819Z4,0.0
SQDGATCA18111Z160,0.0
SQDGATCA1819Z160,0.0
SQDGATPA18111Z160,0.0
SQDGATPA1819Z160,0.0
SQDGS160,0.0
SQDGS18111Z160,0.0
SQDGS1819Z160,0.0
SQDGW3DS1839Z12Z15Z160,0.0
SQDGW6DS1829Z12Z160,0.0
TAGAH16018111Z160,0.0
TAGAH16018111Z180,0.0
TAGAH16018111Z18111Z,0.0
TAGAH16018111Z1819Z,0.0
TAGAH16018111Z1835Z9Z12Z,0.0
TAGAH16018111Z1845Z9Z12Z15Z,0.0
TAGAH1601819Z160,0.0
TAGAH1601819Z180,0.0
TAGAH1601819Z18111Z,0.0
TAGAH1601819Z1819Z,0.0
TAGAH1601819Z1835Z9Z12Z,0.0
TAGAH1601819Z1845Z9Z12Z15Z,0.0
TAGAH1801819Z160,0.0
TAGAH1801819Z180,0.0
